หมวด,รายการวัสดุ / ค่าแรง,% เผื่อสูญเสีย,ปริมาณ (ตามแบบ),ปริมาณ (รวมเผื่อ),หน่วย,ค่าวัสดุ/หน่วย,ค่าแรง/หน่วย,รวมค่าวัสดุ,รวมค่าแรง,รวมเป็นเงิน
2,เหล็กC 75x45x15x1.6มม.2.32กก.(จันทัน),0%,,"=IF(ISNUMBER(D61), D61*(1+C61), 0)",ท่อน,350.00,0.00,"=IF(ISNUMBER(E61), E61*G61, 0)","=IF(ISNUMBER(E61), E61*H61, 0)","=IF(ISNUMBER(E61), I61+J61, 0)"
2,"เหล็กC 75x45x15x2.3มม.3.25กก.(สะพานเหล็ก, จันทัน)",0%,,"=IF(ISNUMBER(D62), D62*(1+C62), 0)",ท่อน,480.00,0.00,"=IF(ISNUMBER(E62), E62*G62, 0)","=IF(ISNUMBER(E62), E62*H62, 0)","=IF(ISNUMBER(E62), I62+J62, 0)"
2,แปสำเร็จรูปสำหรับหลังคากระเบื้อง (ซีแพค / ลอนคู่),5%,,"=IF(ISNUMBER(D63), D63*(1+C63), 0)",ท่อน,45.00,0.00,"=IF(ISNUMBER(E63), E63*G63, 0)","=IF(ISNUMBER(E63), E63*H63, 0)","=IF(ISNUMBER(E63), I63+J63, 0)"
2,แปสำเร็จรูปสำหรับหลังคาเมทัลชีท,5%,,"=IF(ISNUMBER(D64), D64*(1+C64), 0)",ท่อน,35.00,0.00,"=IF(ISNUMBER(E64), E64*G64, 0)","=IF(ISNUMBER(E64), E64*H64, 0)","=IF(ISNUMBER(E64), I64+J64, 0)"
2,แป๊บโปร่งกัลวาไนซ์ 32 x32x1.2 มม. (1.1/4 x 1.1/4 นิ้ว),0%,,"=IF(ISNUMBER(D65), D65*(1+C65), 0)",ท่อน,186.00,0.00,"=IF(ISNUMBER(E65), E65*G65, 0)","=IF(ISNUMBER(E65), E65*H65, 0)","=IF(ISNUMBER(E65), I65+J65, 0)"
2,รางน้ำตะเข้ กัลวาไนซ์ (Galvanized Steel),0%,,"=IF(ISNUMBER(D66), D66*(1+C66), 0)",เมตร,110.00,80.00,"=IF(ISNUMBER(E66), E66*G66, 0)","=IF(ISNUMBER(E66), E66*H66, 0)","=IF(ISNUMBER(E66), I66+J66, 0)"
2,รางน้ำตะเข้ สแตนเลส (Stainless Steel),0%,,"=IF(ISNUMBER(D67), D67*(1+C67), 0)",เมตร,325.00,105.00,"=IF(ISNUMBER(E67), E67*G67, 0)","=IF(ISNUMBER(E67), E67*H67, 0)","=IF(ISNUMBER(E67), I67+J67, 0)"
2,"วัสดุสิ้นเปลือง ลวดเชื่อม,ใบตัด โครงสร้างหลังคา",5%,,"=IF(ISNUMBER(D68), D68*(1+C68), 0)",ตร.ม,0.00,250.00,"=IF(ISNUMBER(E68), E68*G68, 0)","=IF(ISNUMBER(E68), E68*H68, 0)","=IF(ISNUMBER(E68), I68+J68, 0)"
2,ทาสีเหล็กโครงสร้าง (เหล็กรูปพรรณ),5%,,"=IF(ISNUMBER(D69), D69*(1+C69), 0)",ตร.ม,0.00,180.00,"=IF(ISNUMBER(E69), E69*G69, 0)","=IF(ISNUMBER(E69), E69*H69, 0)","=IF(ISNUMBER(E69), I69+J69, 0)"
3,แผ่นกระเบื้องซีแพค (สีมาตรฐาน),5%,,"=IF(ISNUMBER(D70), D70*(1+C70), 0)",แผ่น,17.00,3.00,"=IF(ISNUMBER(E70), E70*G70, 0)","=IF(ISNUMBER(E70), E70*H70, 0)","=IF(ISNUMBER(E70), I70+J70, 0)"
3,ครอบเส้นโค้ง (ครอบสันลอน),0%,,"=IF(ISNUMBER(D71), D71*(1+C71), 0)",แผ่น,65.00,5.00,"=IF(ISNUMBER(E71), E71*G71, 0)","=IF(ISNUMBER(E71), E71*H71, 0)","=IF(ISNUMBER(E71), I71+J71, 0)"
3,ครอบโค้งปิดจั่ว,0%,,"=IF(ISNUMBER(D72), D72*(1+C72), 0)",แผ่น,75.00,5.00,"=IF(ISNUMBER(E72), E72*G72, 0)","=IF(ISNUMBER(E72), E72*H72, 0)","=IF(ISNUMBER(E72), I72+J72, 0)"
3,ครอบข้าง,0%,,"=IF(ISNUMBER(D73), D73*(1+C73), 0)",แผ่น,70.00,5.00,"=IF(ISNUMBER(E73), E73*G73, 0)","=IF(ISNUMBER(E73), E73*H73, 0)","=IF(ISNUMBER(E73), I73+J73, 0)"
3,ครอบข้างปิดชาย,0%,,"=IF(ISNUMBER(D74), D74*(1+C74), 0)",แผ่น,85.00,5.00,"=IF(ISNUMBER(E74), E74*G74, 0)","=IF(ISNUMBER(E74), E74*H74, 0)","=IF(ISNUMBER(E74), I74+J74, 0)"
3,ครอบโค้งหางมน (ปิดปลายสันตะเข้),0%,,"=IF(ISNUMBER(D75), D75*(1+C75), 0)",แผ่น,90.00,5.00,"=IF(ISNUMBER(E75), E75*G75, 0)","=IF(ISNUMBER(E75), E75*H75, 0)","=IF(ISNUMBER(E75), I75+J75, 0)"
3,ครอบโค้งสองทาง,0%,,"=IF(ISNUMBER(D76), D76*(1+C76), 0)",แผ่น,150.00,5.00,"=IF(ISNUMBER(E76), E76*G76, 0)","=IF(ISNUMBER(E76), E76*H76, 0)","=IF(ISNUMBER(E76), I76+J76, 0)"
3,ครอบโค้งสามทาง,0%,,"=IF(ISNUMBER(D77), D77*(1+C77), 0)",แผ่น,300.00,5.00,"=IF(ISNUMBER(E77), E77*G77, 0)","=IF(ISNUMBER(E77), E77*H77, 0)","=IF(ISNUMBER(E77), I77+J77, 0)"
3,ครอบโค้งสี่ทาง,5%,,"=IF(ISNUMBER(D78), D78*(1+C78), 0)",แผ่น,400.00,5.00,"=IF(ISNUMBER(E78), E78*G78, 0)","=IF(ISNUMBER(E78), E78*H78, 0)","=IF(ISNUMBER(E78), I78+J78, 0)"
3,แผ่นปิดรอยต่อ (กว้าง 30 ซม. x 3 ม.),0%,,"=IF(ISNUMBER(D79), D79*(1+C79), 0)",ม้วน,550.00,300.00,"=IF(ISNUMBER(E79), E79*G79, 0)","=IF(ISNUMBER(E79), E79*H79, 0)","=IF(ISNUMBER(E79), I79+J79, 0)"
3,แผ่นสะท้อนความร้อน (กว้าง 1.25 ม. x 60 ม.),0%,,"=IF(ISNUMBER(D80), D80*(1+C80), 0)",ม้วน,2200.00,300.00,"=IF(ISNUMBER(E80), E80*G80, 0)","=IF(ISNUMBER(E80), E80*H80, 0)","=IF(ISNUMBER(E80), I80+J80, 0)"
3,สกรูเกลียวยึดแป (กล่อง 250 ตัว),0%,,"=IF(ISNUMBER(D81), D81*(1+C81), 0)",กล่อง,250.00,0.00,"=IF(ISNUMBER(E81), E81*G81, 0)","=IF(ISNUMBER(E81), E81*H81, 0)","=IF(ISNUMBER(E81), I81+J81, 0)"
3,สกรูยึดกระเบื้อง 2.5 นิ้ว (กล่อง 250 ตัว),5%,,"=IF(ISNUMBER(D82), D82*(1+C82), 0)",กล่อง,325.00,0.00,"=IF(ISNUMBER(E82), E82*G82, 0)","=IF(ISNUMBER(E82), E82*H82, 0)","=IF(ISNUMBER(E82), I82+J82, 0)"
3,แผ่นปิดกันนก (แพ็ก 10-20 แผ่น),0%,,"=IF(ISNUMBER(D83), D83*(1+C83), 0)",เมตร,250.00,85.00,"=IF(ISNUMBER(E83), E83*G83, 0)","=IF(ISNUMBER(E83), E83*H83, 0)","=IF(ISNUMBER(E83), I83+J83, 0)"
3,ไม้เชิงชาย 8 นิ้ว (หน้ากว้าง 20 ซม.),5%,,"=IF(ISNUMBER(D84), D84*(1+C84), 0)",เมตร,85.00,25.00,"=IF(ISNUMBER(E84), E84*G84, 0)","=IF(ISNUMBER(E84), E84*H84, 0)","=IF(ISNUMBER(E84), I84+J84, 0)"
3,ไม้เชิงชาย 6 นิ้ว (หน้ากว้าง 15 ซม.),5%,,"=IF(ISNUMBER(D85), D85*(1+C85), 0)",เมตร,60.00,25.00,"=IF(ISNUMBER(E85), E85*G85, 0)","=IF(ISNUMBER(E85), E85*H85, 0)","=IF(ISNUMBER(E85), I85+J85, 0)"
3,แผ่นหลังคาเมทัสชีล(0.47)+ ฉนวน PE,5%,,"=IF(ISNUMBER(D86), D86*(1+C86), 0)",ตร.ม,195.00,150.00,"=IF(ISNUMBER(E86), E86*G86, 0)","=IF(ISNUMBER(E86), E86*H86, 0)","=IF(ISNUMBER(E86), I86+J86, 0)"
3,สกรูยิงเมทัลชีท 2 นิ้ว (กล่อง 100 ตัว),0%,,"=IF(ISNUMBER(D87), D87*(1+C87), 0)",กล่อง,190.00,0.00,"=IF(ISNUMBER(E87), E87*G87, 0)","=IF(ISNUMBER(E87), E87*H87, 0)","=IF(ISNUMBER(E87), I87+J87, 0)"
3,ครอบข้างเมทัลชีท (หน้ากว้างมาตรฐาน),0%,,"=IF(ISNUMBER(D88), D88*(1+C88), 0)",เมตร,120.00,0.00,"=IF(ISNUMBER(E88), E88*G88, 0)","=IF(ISNUMBER(E88), E88*H88, 0)","=IF(ISNUMBER(E88), I88+J88, 0)"
3,เชิงชาย SCG Fascia Board_One Piece,0%,,"=IF(ISNUMBER(D89), D89*(1+C89), 0)",เมตร,65.00,65.00,"=IF(ISNUMBER(E89), E89*G89, 0)","=IF(ISNUMBER(E89), E89*H89, 0)","=IF(ISNUMBER(E89), I89+J89, 0)"
3,ไม้ตกแต่งซีเฟรม ขนาด 22.3 x 300 x 1.2 ซม. สีซีเมนต์,5%,,"=IF(ISNUMBER(D90), D90*(1+C90), 0)",เมตร,210.00,35.00,"=IF(ISNUMBER(E90), E90*G90, 0)","=IF(ISNUMBER(E90), E90*H90, 0)","=IF(ISNUMBER(E90), I90+J90, 0)"
3,ไม้ตกแต่งซีเฟรม ขนาด 305 x 300 x 1.2 ซม. สีซีเมนต์,5%,,"=IF(ISNUMBER(D91), D91*(1+C91), 0)",เมตร,275.00,35.00,"=IF(ISNUMBER(E91), E91*G91, 0)","=IF(ISNUMBER(E91), E91*H91, 0)","=IF(ISNUMBER(E91), I91+J91, 0)"
4,ผนังก่ออิฐมวลเบา(7.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D92), D92*(1+C92), 0)",ตร.ม,450.00,280.00,"=IF(ISNUMBER(E92), E92*G92, 0)","=IF(ISNUMBER(E92), E92*H92, 0)","=IF(ISNUMBER(E92), I92+J92, 0)"
4,ผนังก่ออิฐมวลเบา(17.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D93), D93*(1+C93), 0)",ตร.ม,550.00,500.00,"=IF(ISNUMBER(E93), E93*G93, 0)","=IF(ISNUMBER(E93), E93*H93, 0)","=IF(ISNUMBER(E93), I93+J93, 0)"
4,อิฐมวลเบา ขนาด 7.5 ซม.,5%,,"=IF(ISNUMBER(D94), D94*(1+C94), 0)",ก้อน,24.00,0.00,"=IF(ISNUMBER(E94), E94*G94, 0)","=IF(ISNUMBER(E94), E94*H94, 0)","=IF(ISNUMBER(E94), I94+J94, 0)"
4,ผนังก่ออิฐมอญ(7.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D95), D95*(1+C95), 0)",ตร.ม,450.00,320.00,"=IF(ISNUMBER(E95), E95*G95, 0)","=IF(ISNUMBER(E95), E95*H95, 0)","=IF(ISNUMBER(E95), I95+J95, 0)"
4,ผนังก่ออิฐมอญ(17.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D96), D96*(1+C96), 0)",ตร.ม,600.00,600.00,"=IF(ISNUMBER(E96), E96*G96, 0)","=IF(ISNUMBER(E96), E96*H96, 0)","=IF(ISNUMBER(E96), I96+J96, 0)"
4,อิฐมอญ 2 รู (ขนาดทั่วไป 3x6x14 ซม.),5%,,"=IF(ISNUMBER(D97), D97*(1+C97), 0)",ก้อน,1.50,0.00,"=IF(ISNUMBER(E97), E97*G97, 0)","=IF(ISNUMBER(E97), E97*H97, 0)","=IF(ISNUMBER(E97), I97+J97, 0)"
4,ผนังก่ออิฐบล็อก(7.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D98), D98*(1+C98), 0)",ตร.ม,420.00,250.00,"=IF(ISNUMBER(E98), E98*G98, 0)","=IF(ISNUMBER(E98), E98*H98, 0)","=IF(ISNUMBER(E98), I98+J98, 0)"
4,ผนังก่ออิฐบล็อก(17.5 ซม.)พร้อมเสาเอ็นทับหลัง+งานฉาบ,5%,,"=IF(ISNUMBER(D99), D99*(1+C99), 0)",ตร.ม,500.00,450.00,"=IF(ISNUMBER(E99), E99*G99, 0)","=IF(ISNUMBER(E99), E99*H99, 0)","=IF(ISNUMBER(E99), I99+J99, 0)"
4,อิฐบล็อก (TAN-BRICK) ขนาด 30 x 7 x 15 ซม.,5%,,"=IF(ISNUMBER(D100), D100*(1+C100), 0)",ก้อน,8.50,0.00,"=IF(ISNUMBER(E100), E100*G100, 0)","=IF(ISNUMBER(E100), E100*H100, 0)","=IF(ISNUMBER(E100), I100+J100, 0)"
4,ปูนเสือ (SCG) ก่อ/ฉาบ ทั้วไป หนา 1.25 ซม.,5%,,"=IF(ISNUMBER(D101), D101*(1+C101), 0)",ถุง,165.00,0.00,"=IF(ISNUMBER(E101), E101*G101, 0)","=IF(ISNUMBER(E101), E101*H101, 0)","=IF(ISNUMBER(E101), I101+J101, 0)"
4,งานติดตั้งบัวผนัง รอบบ้านปูนปั้น(ตามแบบ),5%,,"=IF(ISNUMBER(D102), D102*(1+C102), 0)",เมตร,185.00,80.00,"=IF(ISNUMBER(E102), E102*G102, 0)","=IF(ISNUMBER(E102), E102*H102, 0)","=IF(ISNUMBER(E102), I102+J102, 0)"
4,"ผนังปูกระเบื้อง 6""x12""สูงชนฝ้า(ห้องน้ำ) ผิวมัน",5%,,"=IF(ISNUMBER(D103), D103*(1+C103), 0)",ตร.ม,200.00,280.00,"=IF(ISNUMBER(E103), E103*G103, 0)","=IF(ISNUMBER(E103), E103*H103, 0)","=IF(ISNUMBER(E103), I103+J103, 0)"
4,"ผนังปูกระเบื้อง 6""x12""(ห้องครัว) ผิวมัน",5%,,"=IF(ISNUMBER(D104), D104*(1+C104), 0)",ตร.ม,200.00,280.00,"=IF(ISNUMBER(E104), E104*G104, 0)","=IF(ISNUMBER(E104), E104*H104, 0)","=IF(ISNUMBER(E104), I104+J104, 0)"
4,ปูนกาวผนัง ( กระเบื้องขนาดเล็ก-กลาง) กระสอบ (20 กก.),5%,,"=IF(ISNUMBER(D105), D105*(1+C105), 0)",กระสอบ,210.00,0.00,"=IF(ISNUMBER(E105), E105*G105, 0)","=IF(ISNUMBER(E105), E105*H105, 0)","=IF(ISNUMBER(E105), I105+J105, 0)"
4,ค่าแรง งานตัดเข้ามุม (เจียร 45 องศา),0%,,"=IF(ISNUMBER(D106), D106*(1+C106), 0)",ตร.ม,0.00,100.00,"=IF(ISNUMBER(E106), E106*G106, 0)","=IF(ISNUMBER(E106), E106*H106, 0)","=IF(ISNUMBER(E106), I106+J106, 0)"
4,ผนังปูหินติดผนัง หินเทียม,0%,,"=IF(ISNUMBER(D107), D107*(1+C107), 0)",ตร.ม,1200.00,180.00,"=IF(ISNUMBER(E107), E107*G107, 0)","=IF(ISNUMBER(E107), E107*H107, 0)","=IF(ISNUMBER(E107), I107+J107, 0)"
4,"ผนังกรุไม้ฝา 4""พร้อมโครงคร่าว C-Line",0%,,"=IF(ISNUMBER(D108), D108*(1+C108), 0)",ตร.ม,180.00,80.00,"=IF(ISNUMBER(E108), E108*G108, 0)","=IF(ISNUMBER(E108), E108*H108, 0)","=IF(ISNUMBER(E108), I108+J108, 0)"
4,ผนังไม้เทียม Wpc เหมือนไม้จริง,0%,,"=IF(ISNUMBER(D109), D109*(1+C109), 0)",ตร.ม,1500.00,180.00,"=IF(ISNUMBER(E109), E109*G109, 0)","=IF(ISNUMBER(E109), E109*H109, 0)","=IF(ISNUMBER(E109), I109+J109, 0)"
4,กระจกเทมเปอร์ สีใส 7มม.,0%,,"=IF(ISNUMBER(D110), D110*(1+C110), 0)",ตร.ฟ,200.00,3.00,"=IF(ISNUMBER(E110), E110*G110, 0)","=IF(ISNUMBER(E110), E110*H110, 0)","=IF(ISNUMBER(E110), I110+J110, 0)"
5,"กระเบื้องแกรนิตโต้ 24""x24""ผิวมัน ห้องโถง ห้องพระ",5%,,"=IF(ISNUMBER(D111), D111*(1+C111), 0)",ตร.ม,650.00,220.00,"=IF(ISNUMBER(E111), E111*G111, 0)","=IF(ISNUMBER(E111), E111*H111, 0)","=IF(ISNUMBER(E111), I111+J111, 0)"
5,"กระเบื้องแกรนิตโต้ 24""x24""ผิวมัน ห้องนอน",5%,,"=IF(ISNUMBER(D112), D112*(1+C112), 0)",ตร.ม,650.00,220.00,"=IF(ISNUMBER(E112), E112*G112, 0)","=IF(ISNUMBER(E112), E112*H112, 0)","=IF(ISNUMBER(E112), I112+J112, 0)"
5,พื้นไม้ลามิเนตพร้อมตัวจบ ห้องนอน,5%,,"=IF(ISNUMBER(D113), D113*(1+C113), 0)",ตร.ม,600.00,250.00,"=IF(ISNUMBER(E113), E113*G113, 0)","=IF(ISNUMBER(E113), E113*H113, 0)","=IF(ISNUMBER(E113), I113+J113, 0)"
5,"กระเบื้องเซรามิค12""x12""ผิวด้าน ห้องน้ำ",5%,,"=IF(ISNUMBER(D114), D114*(1+C114), 0)",ตร.ม,185.00,250.00,"=IF(ISNUMBER(E114), E114*G114, 0)","=IF(ISNUMBER(E114), E114*H114, 0)","=IF(ISNUMBER(E114), I114+J114, 0)"
5,"กระเบื้องเซรามิค16""x16""ผิวด้าน ครัว ระเบียง ซักล้าง",5%,,"=IF(ISNUMBER(D115), D115*(1+C115), 0)",ตร.ม,195.00,250.00,"=IF(ISNUMBER(E115), E115*G115, 0)","=IF(ISNUMBER(E115), E115*H115, 0)","=IF(ISNUMBER(E115), I115+J115, 0)"
5,ปูนกาวพื้น (กระเบื้องแกรนิตโต้ / งานภายนอก) กระสอบ (20 กก.),5%,,"=IF(ISNUMBER(D116), D116*(1+C116), 0)",กระสอบ,195.00,160.00,"=IF(ISNUMBER(E116), E116*G116, 0)","=IF(ISNUMBER(E116), E116*H116, 0)","=IF(ISNUMBER(E116), I116+J116, 0)"
5,บัวพื้น MDF/WPC,5%,,"=IF(ISNUMBER(D117), D117*(1+C117), 0)",เมตร,150.00,200.00,"=IF(ISNUMBER(E117), E117*G117, 0)","=IF(ISNUMBER(E117), E117*H117, 0)","=IF(ISNUMBER(E117), I117+J117, 0)"
5,พื้นคอนกรีตขัดมันหรือขัดหยาบ,5%,,"=IF(ISNUMBER(D118), D118*(1+C118), 0)",ตร.ม,150.00,75.00,"=IF(ISNUMBER(E118), E118*G118, 0)","=IF(ISNUMBER(E118), E118*H118, 0)","=IF(ISNUMBER(E118), I118+J118, 0)"
5,ติดตั้งจมูกบันได อลูมิเนียม,0%,,"=IF(ISNUMBER(D119), D119*(1+C119), 0)",เมตร,100.00,15.00,"=IF(ISNUMBER(E119), E119*G119, 0)","=IF(ISNUMBER(E119), E119*H119, 0)","=IF(ISNUMBER(E119), I119+J119, 0)"
6,งานฝ้าเพดานยิปซั่มบอร์ด หนา 9 มม. ฉาบเรียบ โครงคร่าว C-Line,0%,,"=IF(ISNUMBER(D120), D120*(1+C120), 0)",ตร.ม.,220.00,150.00,"=IF(ISNUMBER(E120), E120*G120, 0)","=IF(ISNUMBER(E120), E120*H120, 0)","=IF(ISNUMBER(E120), I120+J120, 0)"
6,งานฝ้าเพดานยิปซั่มบอร์ด ชนิดทนชื้น (ห้องน้ำ),0%,,"=IF(ISNUMBER(D121), D121*(1+C121), 0)",ตร.ม.,260.00,150.00,"=IF(ISNUMBER(E121), E121*G121, 0)","=IF(ISNUMBER(E121), E121*H121, 0)","=IF(ISNUMBER(E121), I121+J121, 0)"
6,งานฝ้าชายคา สมาร์ทบอร์ด เซาะร่อง มีรูระบายอากาศ,0%,,"=IF(ISNUMBER(D122), D122*(1+C122), 0)",ตร.ม.,180.00,120.00,"=IF(ISNUMBER(E122), E122*G122, 0)","=IF(ISNUMBER(E122), E122*H122, 0)","=IF(ISNUMBER(E122), I122+J122, 0)"
6,สีทาฝ้าสีภายใน TOA 4 Seasons (ทา 2 รอบ),5%,,"=IF(ISNUMBER(D123), D123*(1+C123), 0)",ตร.ม.,16.00,20.00,"=IF(ISNUMBER(E123), E123*G123, 0)","=IF(ISNUMBER(E123), E123*H123, 0)","=IF(ISNUMBER(E123), I123+J123, 0)"
6,งานฝ้าชายคา WPC (Wood Plastic Composite),0%,,"=IF(ISNUMBER(D124), D124*(1+C124), 0)",ตร.ม.,1000.00,300.00,"=IF(ISNUMBER(E124), E124*G124, 0)","=IF(ISNUMBER(E124), E124*H124, 0)","=IF(ISNUMBER(E124), I124+J124, 0)"
7,สีรองพื้นปูนใหม่ TOA 4 Seasons (ทา 1 รอบ),5%,,"=IF(ISNUMBER(D125), D125*(1+C125), 0)",ตร.ม.,16.00,65.00,"=IF(ISNUMBER(E125), E125*G125, 0)","=IF(ISNUMBER(E125), E125*H125, 0)","=IF(ISNUMBER(E125), I125+J125, 0)"
7,สีรองพื้นปูนใหม่ TOA Shield-1 Nano (ทา 1 รอบ),5%,,"=IF(ISNUMBER(D126), D126*(1+C126), 0)",ตร.ม.,19.00,65.00,"=IF(ISNUMBER(E126), E126*G126, 0)","=IF(ISNUMBER(E126), E126*H126, 0)","=IF(ISNUMBER(E126), I126+J126, 0)"
7,สีรองพื้นปูนใหม่ TOA SuperShield (ทา 1 รอบ),5%,,"=IF(ISNUMBER(D127), D127*(1+C127), 0)",ตร.ม.,24.00,65.00,"=IF(ISNUMBER(E127), E127*G127, 0)","=IF(ISNUMBER(E127), E127*H127, 0)","=IF(ISNUMBER(E127), I127+J127, 0)"
7,สีทาภายนอก TOA 4 Seasons (ทา 2 รอบ),5%,,"=IF(ISNUMBER(D128), D128*(1+C128), 0)",ตร.ม.,23.00,90.00,"=IF(ISNUMBER(E128), E128*G128, 0)","=IF(ISNUMBER(E128), E128*H128, 0)","=IF(ISNUMBER(E128), I128+J128, 0)"
7,สีทาภายนอก TOA SuperShield Duraclean (ทา 2 รอบ),5%,,"=IF(ISNUMBER(D129), D129*(1+C129), 0)",ตร.ม.,33.00,90.00,"=IF(ISNUMBER(E129), E129*G129, 0)","=IF(ISNUMBER(E129), E129*H129, 0)","=IF(ISNUMBER(E129), I129+J129, 0)"
7,สีทาภายใน TOA 4 Seasons (ทา 2 รอบ),5%,,"=IF(ISNUMBER(D130), D130*(1+C130), 0)",ตร.ม.,16.00,70.00,"=IF(ISNUMBER(E130), E130*G130, 0)","=IF(ISNUMBER(E130), E130*H130, 0)","=IF(ISNUMBER(E130), I130+J130, 0)"
7,สีทาภายใน TOA SuperShield Duraclean (ทา 2 รอบ),5%,,"=IF(ISNUMBER(D131), D131*(1+C131), 0)",ตร.ม.,28.00,70.00,"=IF(ISNUMBER(E131), E131*G131, 0)","=IF(ISNUMBER(E131), E131*H131, 0)","=IF(ISNUMBER(E131), I131+J131, 0)"
7,ค่าแรงงานลอกสีเก่า + ทารองพื้นปูนเก่า:,5%,,"=IF(ISNUMBER(D132), D132*(1+C132), 0)",ตร.ม.,0.00,150.00,"=IF(ISNUMBER(E132), E132*G132, 0)","=IF(ISNUMBER(E132), E132*H132, 0)","=IF(ISNUMBER(E132), I132+J132, 0)"
7,สีน้ำมันทาวงกบไม้ (รวมรองพื้นกันเชื้อรา),5%,,"=IF(ISNUMBER(D133), D133*(1+C133), 0)",เหมา/วงกบ,1500.00,500.00,"=IF(ISNUMBER(E133), E133*G133, 0)","=IF(ISNUMBER(E133), E133*H133, 0)","=IF(ISNUMBER(E133), I133+J133, 0)"
8,ประตูบาน เลื่อนสไลด์ อลูมิเนียม S4 (270x205 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D134), D134*(1+C134), 0)",ชุด,21300.00,1000.00,"=IF(ISNUMBER(E134), E134*G134, 0)","=IF(ISNUMBER(E134), E134*H134, 0)","=IF(ISNUMBER(E134), I134+J134, 0)"
8,ประตูบาน เลื่อนสไลด์ อลูมิเนียม S3 (160x205 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D135), D135*(1+C135), 0)",ชุด,10900.00,1000.00,"=IF(ISNUMBER(E135), E135*G135, 0)","=IF(ISNUMBER(E135), E135*H135, 0)","=IF(ISNUMBER(E135), I135+J135, 0)"
8,ประตูบาน เลื่อนสไลด์ อลูมิเนียม S2 (160x205 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D136), D136*(1+C136), 0)",ชุด,9200.00,1000.00,"=IF(ISNUMBER(E136), E136*G136, 0)","=IF(ISNUMBER(E136), E136*H136, 0)","=IF(ISNUMBER(E136), I136+J136, 0)"
8,ประตูภายนอก เลื่อนสไลด์ (บานเดี่ยว) (100x245 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D137), D137*(1+C137), 0)",ชุด,25900.00,2000.00,"=IF(ISNUMBER(E137), E137*G137, 0)","=IF(ISNUMBER(E137), E137*H137, 0)","=IF(ISNUMBER(E137), I137+J137, 0)"
8,ประตูภายนอก เลื่อนสไลด์ (บานคู่) (240x245 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D138), D138*(1+C138), 0)",ชุด,48900.00,2000.00,"=IF(ISNUMBER(E138), E138*G138, 0)","=IF(ISNUMBER(E138), E138*H138, 0)","=IF(ISNUMBER(E138), I138+J138, 0)"
8,ประตูภายนอก ไม้เนื้อแข็ง (บานคู่) (180x205 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D139), D139*(1+C139), 0)",ชุด,25300.00,2000.00,"=IF(ISNUMBER(E139), E139*G139, 0)","=IF(ISNUMBER(E139), E139*H139, 0)","=IF(ISNUMBER(E139), I139+J139, 0)"
8,ประตูภายใน ไม้เนื้อแข็ง (บานเดี่ยว) (80x200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D140), D140*(1+C140), 0)",ชุด,4900.00,500.00,"=IF(ISNUMBER(E140), E140*G140, 0)","=IF(ISNUMBER(E140), E140*H140, 0)","=IF(ISNUMBER(E140), I140+J140, 0)"
8,ประตูภายใน WPC (บานเดี่ยว) (80x200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D141), D141*(1+C141), 0)",ชุด,3700.00,500.00,"=IF(ISNUMBER(E141), E141*G141, 0)","=IF(ISNUMBER(E141), E141*H141, 0)","=IF(ISNUMBER(E141), I141+J141, 0)"
8,ประตูภายใน PVC (บานเดี่ยว) (80x200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D142), D142*(1+C142), 0)",ชุด,3700.00,500.00,"=IF(ISNUMBER(E142), E142*G142, 0)","=IF(ISNUMBER(E142), E142*H142, 0)","=IF(ISNUMBER(E142), I142+J142, 0)"
8,ประตูภายนอก ไม้เนื้อแข็ง(90x200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D143), D143*(1+C143), 0)",ชุด,6300.00,500.00,"=IF(ISNUMBER(E143), E143*G143, 0)","=IF(ISNUMBER(E143), E143*H143, 0)","=IF(ISNUMBER(E143), I143+J143, 0)"
8,ประตูภายนอก PVC (90x200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D144), D144*(1+C144), 0)",ชุด,6300.00,500.00,"=IF(ISNUMBER(E144), E144*G144, 0)","=IF(ISNUMBER(E144), E144*H144, 0)","=IF(ISNUMBER(E144), I144+J144, 0)"
